tuit,pol 
"RT @dannyviLe: ¿Quién fue? Brevísima reseña... 

Muere a los 87 años Elie Wiesel, Premio Nobel de la Paz
https://t.co/sA1yXMAc6M https://t.…",NONE
RT @elRusoMachenaud: Las farmacias venden marihuana y las carnicerías no pueden vender fideos... https://t.co/u5J8BBY10y,N
RT @MHackem: No se xq recordé el tango Cuesta Abajo....Recortan beneficios en las jubilaciones de profesionales https://t.co/TnTX7JrvId via…,N
"RT @BorgesJorgeL: De estas calles que ahondan el poniente,
una habrá (no sé cuál) que he recorrido
ya por última vez, indiferente
y sin adi…",NONE
Antes de eliminar el Senado habría q proponer trabajar del 1 al 30 y no parar del 15 de diciembre al 1o de marzo;con eso se ganaría agilidad,NEU
RT @ricardoreilly: Figura del Compartimento Ovino es innovación uruguaya impulsada por @JorgeBonino directivo de ARU. Felicitaciones https:…,P
"#BotadeOro “A estas tres personas maravillosas”, dice #Suárez, muy emocionado, al dedicar su logro a su familia… https://t.co/dMyDUyb0O1",NONE
"#BotadeOro: “Primero empezar por Barcelona, por los que me dieron la oportunidad de estar acá y cumplir el sueño”, agradeció #Suárez",NONE
"RT @fernandeznelson: Cárceles no pasan de Min.del Interior a Min. Educación
El proyecto es crear un servicio descentralizado
(lo de MEC es…",NONE
"RT @La_Pedrera: En La Pedrera nos Declaramos ZONA de AVISTAJE desde TIERRA,  libre de embarcaciones molestando BALLENAS. Foto de WEB https:…",NONE
RT @CardosoGerman: Mañana a las 8:05 estaré siendo entrevistado en el programa @enperspectivauy por E.Cotelo. Se emite por 99.5fm y 770am o…,NONE
RT @tangomundial: Lee The TANGOMUNDIALlegazkue Daily ▸  noticias destacadas del dia via @PedroBordaberry @datacultura @Ole_Andalucia https:…,NONE
"RT @BorgesJorgeL: Esse rerum est percipi: la perceptibilidad es el ser de las cosas: sólo existen las cosas en cuanto son advertidas.

#Ber…",NONE
RT @ricardoreilly: Felicitaciones @jbonica uruguayo en @UKHerefords como Secretario del Consejo Mundial de la raza. Haciendo historia!  htt…,P
RT @TelescopioUy: #Columna Desarrollo de estrategias para prevención de adicciones → https://t.co/TzcwSr6ciJ https://t.co/izOTR5CySn,NONE
RT @AgustinBassoC: ¡Encuadralo! Impresionante try de Japón contra Escocia 🏉 https://t.co/x9NZM3S8r2,P
RT @MaxiCampo_2210: Propusimos que ZOO municipal  pase a denominarse Parque Y Reserva natural Dr López Lomba. Los derechos de los animales…,NONE
"RT @ObservadorUY: Fue por supuestas irregularidades en contratos ferroviarios.
https://t.co/UzxKpCV2Ee",NONE
No será este el camino en lugar de Min de educación? Creación de Instituto Nacional Penitenciario y Carcelario https://t.co/yZT8iIw7OT,NONE
#BotadeOro #Suárez y familia en la gala de premaición. Siga la ceremonia en vivo: https://t.co/rovbSdolH1 https://t.co/vGQOLC8Y2A,NONE
RT @CeciliaEguiluz: 2do intento d diálogo para evitar el Traslado del C d Rehabilitación para Ciegos T. Cachón. Lamentable el Mides acaba d…,N
RT @MaxiCampo_2210: Conferencia de prensa @SusanaMontaner y la 2215 lanzando la recolección de firmas por la jubilación del ama de casa htt…,NONE
RT @TelescopioUy: #Columna Desarrollo de estrategias para prevención de adicciones → https://t.co/TzWr6302yB https://t.co/hbX9CTdT3C,NONE
AHORA: Comenzó la gala de premiación de Luis #Suárez como Bota de Oro. Vea la ceremonia en vivo: https://t.co/rovbSdFWyz,NONE
AHORA: Siga en vivo la premiación de Luis #Suárez como Bota de Oro al goleador europeo https://t.co/rovbSdFWyz,NONE
RT @maurigarbert: @PedroBordaberry Día de fiesta para Carlos Reyles tras importantes inauguraciones [Fotos]  https://t.co/r3n084jPVv,NONE
"#FocaNews pese a que le dió el penal a #Neymar (lo erró) y no a él, #Suárez felicitó a #Messi por su #hattrick

👇👇👇… https://t.co/o2F5WghOUn",P
"Pregunto a mis manyas amigos: chicos, no habría que hacer algo distinto, porque parece que lo que hacemos va pal ortex? no se.. besitos.",N
No es el camino - https://t.co/gnzw5vsmfY via @TelescopioUy,N
"RT @NibiaReisch: Reunida con grupo Iniciativa Carmelo , preocupados x la problemática del Cancer de la ciudad https://t.co/vBkeuYuHqA",N
RT @CardosoGerman: A las 8:30 de la mañana estaré participando en vivo en @espectador810  entrevistado por @dcastro65,NONE
RT @TelescopioUy: #Editorial Un camino probadamente equivocado → https://t.co/apnwaktY3X https://t.co/hxStsXfK66,N
RT @TelescopioUy: #Columna Así está… → https://t.co/MQutT5F0aE https://t.co/etHOs2uHGc,NONE
"RT @MarcaUY: #Noticias - Siempre rivales, nunca enemigos. La imágen del fin de semana se da en los clásicos de formativas. https://t.co/x4M…",P
RT @TelescopioUy: Muy pronto las transmisiones de Periscope podrán iniciarse directamente desde Twitter →  https://t.co/xEY1B3NhZt https://…,NONE
"RT @NibiaReisch: Con Pepe, Dsniel y Pico, recorriendo los barrios ahogue rota y Ascencio de Nuevs Palmira y la obra PIAI https://t.co/T14Bl…",NONE
"RT @MaxSapolinski: Murió José Luis Batlle. Rigor, austeridad y vocación al servicio del país y del @P_Colorado durante décadas. Una gran pe…",NONE
"RT @NibiaReisch: Visita a las viviendas BPS Nueva Palmira, 8 libres, solicitamos reparación y re adjudicación https://t.co/ELkL9Qyh8D",NONE
No es el camino - https://t.co/gnzw5vsmfY via @TelescopioUy#,N
RT @CeciliaEguiluz: Hoy en Comisión de Constitución y Legislación del Senado recibimos a los Min Bonomi y Aguerre sobre Reg de Lib Anticipa…,NONE
RT @TelescopioUy: #Editorial Un camino probadamente equivocado → https://t.co/gWpEvSvmIh https://t.co/fLZNlHGENE,NONE
RT @NibiaReisch: Participando del Congreso de Intendentes que sesiono en Carmelo https://t.co/V27TZtOL31,NONE
"Ayer criticando a los dueños de los medios, hoy proponiendo reformar la Constitución; cada día tienen menos claras las prioridades",N
"RT @BorgesJorgeL: Existo porque hay uno que me sueña, hay uno que duerme y sueña y me ve obrar y vivir y moverme y en este momento sueña qu…",NONE
Falleció José Luis Batlle; un gran ciudadano que mucho aportó al país y a su Partido QEPD,P
RT @CardosoGerman: En Comisión escuchando argumentos del gobierno sobre Ajuste Fiscal que pagarán todos los trabajadores.Mala gestiónFA htt…,NONE
"RT @BorgesJorgeL: El rostro que se mira en el espejo
⁰No es el de ayer. La noche lo ha gastado. 
El delicado tiempo nos modela.",NONE
RT @luiscostabonino: El pasaporte de Gardel de 1930. Anterior al que tenía en el accidente. Nacido 11 dbre 1887 R.O. del Uruguay. https://t…,NONE
Espero que se pueda avanzar en los proyectos de ley y se cree finalmente una Comisión sobre el tema; seguiremos insistiendo,NEU
"RT @AlfieIsaac: Obvio que tb pesa mucho la inmigración, pero muchos ya hablan de libertad para comerciar (lo que hay detrás del No a Brusel…",NEU
"Sin embargo, lamento que mientras el Sr. Mùjica dice esto afuera https://t.co/0mzqFONAQC aqui sus compañeros voten en contra",N
Empezar a perseguir a los propietarios de los medios de comunicación es un camino peligroso; es del de Venezuela y el de los Kirchner,N
RT @TelescopioUy: La pucha con lo que escucha Churruca → https://t.co/UTS0VSjwt6 https://t.co/50lPQnjV8l,NONE
RT @TelescopioUy: #Columna Qué nos dicen los rankings universitarios → https://t.co/yYTZBBWPQN https://t.co/j3ug6dJlIR,NONE
"A #Mujica se le ocurren #límites y los impone con el Ministerio del Interior, por afuera de la #Constitución y la… https://t.co/nu06d2M4Zy",N
RT @MHackem: agradezco los comentarios/ mi columna. DESTACO la informacion en cantidad y calidad de la JND sobre el tema https://t.co/gyLAb…,P
"Mujica habló de una ola de corrupción y prostitución de la democracia en la región | Corrupción, gobierno, Mujica https://t.co/0mzqFONAQC",NONE
Comparto parte de mi intervención hoy en el Senado https://t.co/7c1n0RXeQN sobre comisión de corrupción,NONE
Hoy votamos en el @mwfc_oficial mañana TODOS juntos a trabajar por el viejo bohemio https://t.co/H4a1grPAzN,NEU
"RT @JuancaSouza: La corrupción existió, existe y seguirá existiendo si no se pelea contra ella, hoy el Frente Amplio no hace mucho para com…",N
Destaco las coincidencias del Senador Martínez Huelmo con algunos de los proyectos en la materia que presenté,P
Se equivoca el Presidente Vázquez al iniciar una campaña de persecución a los medios de comunicación; lo rechazamos enérgicamente,N
"RT @PabloCuevas22: Día largo, valió la pena dar pelea para meterme en 4tos. El jardinero charrua quiere mas... Mañana Baghdatis. VqV https:…",P
También destaco apoyo del Partido Nacional a la propuesta y la coincidencia con el Independiente en la necesidad de una comisiòn (aunq no =),P
Comparto otra parte de mi participación hoy en el Senado https://t.co/ITVHU7WZqW,NONE
"RT @Cybertario: La Min. Muñoz pretendió desacreditar a Juan P. Mir diciendo que era ""un maestro de 6to. año de escuela"". Expresión del más…",N
"RT @Mediosuru: .@Luisaheber ""Acompañaremos la moción de @PedroBordaberry para creación de comisión p/analizar corrupción"" #Parlamento",NONE
"RT @santipereira93: Hace minutos votó el Ministro del Interior Eduardo Bonomi, ahora lo hace Pedro Bordaberry @afondo1010 @mwfc_oficial htt…",NONE
"RT @fernandeznelson: Escuchando a @MenendezRNE en @LasMananas_RNE de @rne
con portadas de diarios, que ""se quedado muy viejos""
Resultado de…",NONE
"RT @Mediosuru: .@PedroBordaberry ""Debemos legislar para aprobar delito de enriquecimiento ilícito, recomendación de Naciones Unidas"" #Parla…",NEU
"RT @rodrigofllugdar: Solicitamos la intervención de inmediato de la ex-Confiteria ""La Llave"",con grandes problemas edilicios
@P_Colorado ht…",N
"RT @Mediosuru: .@PedroBordaberry ""El Art 20 prevé la creación de comisiones con fines legislativos p/analizar casos, fue lo q solicitamos""…",NONE
"RT @dannyviLe: Chismes varios... 

La pucha con lo que escucha Churruca 
https://t.co/iw3D0WVA7x https://t.co/dnZVyzKqoh",NONE
"RT @Mediosuru: .@PedroBordaberry ""En #Brasil y #Argentina hay instrumentos que permiten llegar a fondo en temas de corrupción"" #Parlamento",NEU
"En quince minutos retomamos sesión sobre corrupción en el Senado, puede seguirse por TV vera y por https://t.co/ToLGL0GRBh",NONE
"RT @Mediosuru: .@HuelmRubn ""La justificación dada por @PedroBordaberry es en base a situaciones internacionales, no hay argumentos en Urugu…",NEU
RT @RadioSarandi690: #ahora Senador @PedroBordaberry Hubo desde 2008 distintas advertencias y después lamentablemente hay que decirle al go…,N
"RT @Mediosuru: .@PedroBordaberry ""Toda la trama de corrupción en #Brasil ,es un virus de corrupción que se contagió a toda #AmLat "" #Parlam…",N
"RT @Mediosuru: .@Pablo_Mieres ""Varios de los proyectos presentados por @PedroBordaberry en línea con transparencia son pertinentes"" #Parlam…",P
"RT @Mediosuru: .@PedroBordaberry ""En 2011 alertamos al Ministro de Educación q había q realizar mayor inversión en educación, en 2012 no in…",N
"RT @Mediosuru: @PedroBordaberry ""El mejor gobierno de los últimos 40 años se nos decía, el gobierno en #Argentina de los #Kirchner """,P
"RT @Mediosuru: .@PedroBordaberry ""En 2013 alertamos situación a Lorenzo y y Kreimerman sobre situaciones en Pluna entre otros"" #Parlamento",NONE
"RT @Mediosuru: .@PedroBordaberry ""En estos ranking q les gusta mirar, #Venezuela es el peor de la clase,y vaya si hay denuncias q vinculan…",N
"RT @Mediosuru: .@Pablo_Mieres ""A priori situciones advertidas por @PedroBordaberry en la región no implican vínculo, pero debemos estar ale…",NONE
"RT @Mediosuru: .@PedroBordaberry ""Quiero hacer algunas alertas, no es la 1era vez que lo hacemos, en 2008 alertamos al gobierno sobre probl…",NONE
Pepe #Mujica y Lucía Topolansky están pintados al óleo. Ipsis Litteris.,N
Primero #Mujica dijo q #México es un estado fallido AHORA dice q es el hermano mayor de América. MISERABLE PERSONA https://t.co/kZc58XugBC,N
"""Me he encontrado con @LuisSuarez9 y sigue con la misma humildad de siempre. Es un producto genuino de Nacional"" @CaciqueMedina en TU RADIO",P
"El ex presidente José #Mujica @Frente_Amplio reiteró que no será candidato a la Presidencia, aunque no se lo crean… https://t.co/vwfHXVqp2M",NONE
Nunca pensé en estar tan de acuerdo con #Mujica.,P
"Intratable los #9 de la #CanteraInagotable 🔴⚪🔵
@LuisSuarez9 @BFornaroli @elmorro_garcia @mcaute7",P
Solo mirando atras vemos la #magnitud del #legado que dejo #JorgeBatlle Incomparable con sus sucesores #Mujica y #Tabare. Dos #inoperantes,P
Me encantó esta foto. Me transmite mucha ternura. Más que merecido Luisito! @LuisSuarez9 https://t.co/AVrnFg2eLn,P
"Increíble el mensaje de @Evra en su instagram para @LuisSuarez9, luego de que el ""Pistolero"" reciba la Bota de oro. https://t.co/9Ok4EsVEw5",P
"Orgullo Uruguayo! Ejemplo a seguir, que lindo poder disfrutarlo... @LuisSuarez9 IDOLO https://t.co/yxaNYE7Alh",P
"Estaría buenísimo ver a @Chino_Recoba20 como presidente de @nacional, de director técnico a S. ""el loco"" Abreu y @LuisSuarez9 de delantero.",P
La otra no es más que una expresión artística. Lo grave es la censura. #arte  #censura #Mujica https://t.co/N4tsHrCMLT,N
Viva la libertad de expresión!! Está es la realidad fronteras adentro #mujica #topolansky https://t.co/1hOpMGCTG5,P
#Mujica le pedirá a #Vázquez que no hable más de un #TLC porque “perjudica más de lo que ayuda” https://t.co/buY4eNrYkm,N
#JorgeBatlle manejo la nave en  tremendo #temporal y la trajo al puerto sana y salva. #Mujica y #Tabare la hundieron en la Laguna Merim,P
"#Mujica #Vázquez #Lacalle #Sanguinetti #Batlle :Todos,TODOS, MIS PRESIDENTES Republicanos y Democráticos. https://t.co/9AVOQ46ln0",NONE
VIDEO | DESCONTROL EN PRESENTACIÓN DE #MUJICA; TUVO QUE IRSE ANTES DE LO PREVISTO. vía @elpaisuy https://t.co/vwpLwiNPor,NONE
"VIDEO | Descontrol en presentación de #Mujica; tuvo que irse antes de lo previsto -
https://t.co/0DLN0PtNS0 https://t.co/5zsPrv2dWn",NONE
"""Les ganaste a todos siendo vos"" #ElLocoAbreu a @LuisSuarez9 #BotaDeOro https://t.co/thfnckYHJa",P
"Diciendo al mundo,todo lo que él quiere que oigan,excepto,demasiado ruido para mantenerse en la gloria. #Mújica #Uruguay",N
Robaron a la hija de #Sendic. Agregalo a las #denuncias https://t.co/bYCI3xNNyP,NONE
Muy vergonzoso para mí que #Uruguay tenga de #Presidente  a @RaulSendic_uy,N
"#Luís #Suárez que Humildad❤
MESSI ⚽+⚽+⚽=🎩",P
En 100 minutos 4 goles y estuvo ausente 24 días por lesión! simplemente #Messi,NONE
El martes https://t.co/7UqODBBS7c,NONE
No sabés que estudiar? Quieres una buena formación reconocida para ti.  Hacete el test vocacional con el Licenciado en jeropa humano #sendic,N
En momentos como este me doy cuenta lo importante que es la educación en el ser humano @RaulSendic_uy ponerte las pilas bo,NONE
¿CÓMO SERÍA UNA INTERPELACIÓN DE SENDIC (@RaulSendic_uy) EN TONO CORAZÓN VALIENTE? MIRÁ EL VIDEO. vía @ObservadorUY https://t.co/jOovmEX9pX,NONE
ÚLTIMO MOMENTO - @RaulSendic_uy  se encierra en su casa tras la confirmación de que la moda de atacar payasos se instala en #uruguay !,N
Militantes de @RaulSendic_uy aseguran que se perdió el rumbo y la identidad: https://t.co/Z8zA7PVvBR vía @uyEcos https://t.co/Xjp6cEkkPX,N
"Publicación @ObservadorUY que ni comparto,como ciudadano Uruguayo sin ser FA rechazo difusión de Video con agresión a Vicepte @RaulSendic_uy",N
"Otro golpe para @RaulSendic_uy, sus dirigentes abandonan el barco - 
https://t.co/aO2WAfq8te https://t.co/n4e8hioCCr",N
"Otro golpe para @RaulSendic_uy, sus dirigentes abandonan el barco - 
https://t.co/aO2WAfq8te https://t.co/jLNaV4XvQR",N
"VARIOS DIRIGENTES ABANDONARON LA LISTA 711, EL SECTOR DE @RaulSendic_uy , POR FALTA DE ESPACIOS DE DISCUSIÓN. vía… https://t.co/lCYAYUfI8D",NONE
"Robaron en el Prado a la hija de @RaulSendic_uy - 
https://t.co/RibJZvBwIg https://t.co/JuKkFOBICr",NONE
"Play con ellos! 
#Luis Y #Jose",NONE
"#FocaNews

#Guardiola vs #Barcelona

3PJ (oficiales)

9 goles en contra:

#Messi 5

#Neymar 4 https://t.co/DfR398Yh9A",NONE
Jajajajajaja #Messi 😍 https://t.co/iQ5hBKf5fQ,NONE
"#LuisEnrique ""#Messi es la interpretación del fútbol total, juega como en el patio del colegio"".",P
"Simplemente #Messi 👽🔥⚽
¿Y la MSN? +100 goles 😏 https://t.co/pLhstNFl7Z",P
"#FocaNews tras el hattrick, #Messi llegó a 89 goles por #ChampionsLeague

Mientras, #CR7 continúa liderando la tabl… https://t.co/xh1x00BscJ",NONE
Yo sigo estando con @RaulSendic_uy La 711 es un sector político con dolores de crecimiento. Seguimos adelante.,P
"Que @LuisSuarez9 en sus inicios cobrara cada gol que hacia para llevar a su casa y ayudar a su familia, moriii con eso.!",NONE
